"year","locationabbr","locationdesc","datasource","topictype","topicdesc","measuredesc","variable","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","geolocation","topic_type_id","topic_id","measure_id","submeasureid","displayorder"
"2006","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","232.6",,,"
, OR 
(44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE004","04"
"2005","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1072.5",,,"
, WA 
(47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE003","03"
"2008","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","240.2",,,"
, DC 
(38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE003","03"
"2006","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","238.2",,,"
, IN 
(39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE005","05"
"2007","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","55.8","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, KS 
(38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE006","06"
"2007","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","122.3",,,"
, SC 
(33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE005","05"
"2007","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","94.7",,,"
, NE 
(41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE002","02"
"2007","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","874.8",,,"
, IL 
(40.485010283, -88.997710178)","HLT","501HLT","520SAE","SAE004","04"
"2006","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1339.3",,,"
, MO 
(38.635790776, -92.566300053)","HLT","501HLT","520SAE","SAE003","03"
"2007","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","56","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, AR 
(34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE006","06"
"2008","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","617.1","†","Excludes dental expenditures","
, RI 
(41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE001","01"
"2009","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","328.1",,,"
, MI 
(44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE005","05"
"2009","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","6726.4",,,"
, CA 
(37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE003","03"
"2008","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","8394.4","†","Excludes dental expenditures","
, TX 
(31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE001","01"
"2006","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","35.7",,,"
, DC 
(38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE002","02"
"2005","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","50.6","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, MS 
(32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE006","06"
"2006","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","479","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, FL 
(28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE006","06"
"2007","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2547.9","†","Excludes dental expenditures","
, TN 
(35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE001","01"
"2005","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1149.7",,,"
, WI 
(44.393191174, -89.816370742)","HLT","501HLT","520SAE","SAE003","03"
"2008","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","514.1",,,"
, WV 
(38.665510202, -80.712640135)","HLT","501HLT","520SAE","SAE003","03"
"2006","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","70.9",,,"
, HI 
(21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE002","02"
"2006","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","23.1",,,"
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE005","05"
"2009","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","5495.6","†","Excludes dental expenditures","
, IL 
(40.485010283, -88.997710178)","HLT","501HLT","520SAE","SAE001","01"
"2008","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","120.4",,,"
, LA 
(31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE005","05"
"2009","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","8643.6","†","Excludes dental expenditures","
, FL 
(28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE001","01"
"2008","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","797","†","Excludes dental expenditures","
, NM 
(34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE001","01"
"2009","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","304",,,"
, CT 
(41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE002","02"
"2009","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","46.2",,,"
, SD 
(44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE002","02"
"2007","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","242.6",,,"
, SC 
(33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE002","02"
"2009","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","42.5",,,"
, NV 
(39.49324039, -117.071840564)","HLT","501HLT","520SAE","SAE005","05"
"2006","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","94.1",,,"
, AZ 
(34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE005","05"
"2006","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1160",,,"
, TN 
(35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE003","03"
"2006","NM","New Mexico","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","360.6",,,"
, NM 
(34.520880952, -106.240580985)","HLT","501HLT","520SAE","SAE003","03"
"2005","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","24.6","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE006","06"
"2008","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1173.8","†","Excludes dental expenditures","
, AR 
(34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE001","01"
"2008","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","404.9",,,"
, CT 
(41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE004","04"
"2008","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","356.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, PA 
(40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE006","06"
"2005","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","341.1",,,"
, IL 
(40.485010283, -88.997710178)","HLT","501HLT","520SAE","SAE005","05"
"2006","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","41.9","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, RI 
(41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE006","06"
"2005","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","189.8",,,"
, MN 
(46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE005","05"
"2009","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","67.4","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, AR 
(34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE006","06"
"2005","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","840.5",,,"
, KY 
(37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE003","03"
"2008","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","19.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, DC 
(38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE006","06"
"2005","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","70.8","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, OK 
(35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE006","06"
"2006","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","370.1",,,"
, ME 
(45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE003","03"
"2009","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","100.8",,,"
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE004","04"
"2009","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","273.7",,,"
, DE 
(39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE003","03"
"2006","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","350.9",,,"
, MD 
(39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE002","02"
"2008","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","411.4",,,"
, IL 
(40.485010283, -88.997710178)","HLT","501HLT","520SAE","SAE005","05"
"2008","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","313.5",,,"
, CO 
(38.843840757, -106.133610921)","HLT","501HLT","520SAE","SAE002","02"
"2007","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1133.1",,,"
, PA 
(40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE004","04"
"2009","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","402.2",,,"
, LA 
(31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE004","04"
"2007","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","25.1",,,"
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE005","05"
"2009","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","98.6",,,"
, NE 
(41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE002","02"
"2005","NC","North Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1545.6",,,"
, NC 
(35.466220975, -79.159250463)","HLT","501HLT","520SAE","SAE003","03"
"2006","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","488.7",,,"
, GA 
(32.839681093, -83.627580346)","HLT","501HLT","520SAE","SAE002","02"
"2008","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","383",,,"
, AZ 
(34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE002","02"
"2008","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1708.3",,,"
, TX 
(31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE004","04"
"2006","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","51.5",,,"
, ND 
(47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE004","04"
"2005","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","991.2","†","Excludes dental expenditures","
, MS 
(32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE001","01"
"2007","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","429.2",,,"
, WA 
(47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE004","04"
"2008","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","61.4",,,"
, MT 
(47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE004","04"
"2008","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","179.1",,,"
, AR 
(34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE002","02"
"2009","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","719.7",,,"
, NJ 
(40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE002","02"
"2008","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","153","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, WA 
(47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE006","06"
"2005","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","10460.5","†","Excludes dental expenditures","
, CA 
(37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE001","01"
"2005","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1506.3","†","Excludes dental expenditures","
, SC 
(33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE001","01"
"2008","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","3907.8","†","Excludes dental expenditures","
, MA 
(42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE001","01"
"2008","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","90.8","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, SC 
(33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE006","06"
"2006","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","169.9",,,"
, GA 
(32.839681093, -83.627580346)","HLT","501HLT","520SAE","SAE005","05"
"2007","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","58.3",,,"
, ME 
(45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE005","05"
"2007","AR","Arkansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1106.9","†","Excludes dental expenditures","
, AR 
(34.748650124, -92.274490743)","HLT","501HLT","520SAE","SAE001","01"
"2006","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","219.3",,,"
, MT 
(47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE003","03"
"2006","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1764.4","†","Excludes dental expenditures","
, CT 
(41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE001","01"
"2009","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","197.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, MN 
(46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE006","06"
"2005","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","56.8",,,"
, RI 
(41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE005","05"
"2009","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","525.2",,,"
, IN 
(39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE004","04"
"2006","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","187.6",,,"
, SD 
(44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE003","03"
"2005","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","74.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, SC 
(33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE006","06"
"2008","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","561.1",,,"
, MI 
(44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE002","02"
"2005","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","634.2",,,"
, OH 
(40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE002","02"
"2009","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1927","†","Excludes dental expenditures","
, KY 
(37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE001","01"
"2009","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2383","†","Excludes dental expenditures","
, AZ 
(34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE001","01"
"2007","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","240.3",,,"
, OR 
(44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE002","02"
"2007","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","90.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, KY 
(37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE006","06"
"2009","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","828.7",,,"
, MI 
(44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE004","04"
"2007","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","199.1",,,"
, TN 
(35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE005","05"
"2009","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","1543.7",,,"
, FL 
(28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE002","02"
"2007","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","52",,,"
, MT 
(47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE002","02"
"2009","MO","Missouri","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","233.5",,,"
, MO 
(38.635790776, -92.566300053)","HLT","501HLT","520SAE","SAE005","05"
"2006","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","153.8",,,"
, WA 
(47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE005","05"
"2006","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","123.4",,,"
, NE 
(41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE004","04"
"2006","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","12","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, WY 
(43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE006","06"
"2008","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","261.2",,,"
, CT 
(41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE005","05"
"2006","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1299","†","Excludes dental expenditures","
, OR 
(44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE001","01"
"2007","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","15.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, SD 
(44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE006","06"
"2008","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","79.4",,,"
, WV 
(38.665510202, -80.712640135)","HLT","501HLT","520SAE","SAE005","05"
"2005","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","113",,,"
, WY 
(43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE003","03"
"2007","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","2395.2",,,"
, MI 
(44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE003","03"
"2008","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","692.5","†","Excludes dental expenditures","
, NH 
(43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE001","01"
"2006","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","15.6","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","
, VT 
(43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE006","06"
"2009","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","118.2",,,"
, AZ 
(34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE005","05"
"2009","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","15.6",,,"
, WY 
(43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE005","05"
"2008","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","55.2",,,"
, MT 
(47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE002","02"
"2009","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","58.2",,,"
, MT 
(47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE002","02"
